entry_time,exit_time,entry_month,entry_date,entry_hour,side,volume,entry_price,exit_price,profit,balance,hold_minutes,exit_reason,family,engine,code,score,grade,regime_tag,hour_tag,tags,score_bucket,entry_comment,exit_comment,match_error
2026-01-14 19:00:00,2026-01-14 19:23:37,2026-01,2026-01-14,19,buy,0.01,96817.54,97333.7,5.16,165.14,23.616666666666667,tp,SBTC,PB,S84,0,,,,,unknown,SBTC|PB|S84|B,tp 97330.54,0.0016000000000344627
2026-01-05 17:45:00,2026-01-05 17:58:28,2026-01,2026-01-05,17,buy,0.01,93781.9,94296.96,5.15,167.22,13.466666666666667,tp,SBTC,PB,S82,0,,,,,unknown,SBTC|PB|S82|B,tp 94294.90,0.0006000000001220585
2026-01-08 04:45:00,2026-01-08 06:05:39,2026-01,2026-01-08,4,sell,0.01,90944.48,90430.33,5.14,167.72,80.65,tp,SBTC,PB,S73,0,,,,,unknown,SBTC|PB|S73|S,tp 90431.48,0.0014999999999423252
2026-01-13 15:45:00,2026-01-13 15:59:57,2026-01,2026-01-13,15,buy,0.01,92886.81,93401.06,5.14,172.05,14.95,tp,SBTC,PB,S74,0,,,,,unknown,SBTC|PB|S74|B,tp 93399.81,0.002500000000000391
2026-01-20 16:30:00,2026-01-20 16:45:28,2026-01,2026-01-20,16,sell,0.01,90513.4,89999.3,5.14,152.44,15.466666666666667,tp,SBTC,PB,S73,0,,,,,unknown,SBTC|PB|S73|S,tp 90000.40,0.0009999999999132925
2026-01-23 08:00:00,2026-01-23 08:37:38,2026-01,2026-01-23,8,sell,0.01,89419.89,89035.12,3.85,153.06,37.63333333333333,tp,SBTC,PB,S74,0,,,,,unknown,SBTC|PB|S74|S,tp 89038.73,0.0022999999999591125
2026-01-04 23:30:00,2026-01-05 00:01:20,2026-01,2026-01-04,23,buy,0.01,91354.04,91699.54,3.46,163.17,31.333333333333332,tp,SBTC,PB,S73,0,,,,,unknown,SBTC|PB|S73|B,tp 91696.20,0.004999999999999893
2026-01-06 14:00:00,2026-01-06 14:07:30,2026-01,2026-01-06,14,buy,0.02,93713.38,93886.24,3.45,164.2,7.5,tp,SBTC,PB,S78,0,,,,,unknown,SBTC|PB|S78|B,tp 93883.28,0.0072000000000116415
2026-01-21 10:00:00,2026-01-21 11:58:34,2026-01,2026-01-21,10,sell,0.01,89010.44,88720.23,2.9,155.48,118.56666666666666,sl,SBTC,PB,S75,0,,,,,unknown,SBTC|PB|S75|S,sl 88718.25,0.0021000000000643837
2026-01-02 06:00:00,2026-01-02 06:40:30,2026-01,2026-01-02,6,buy,0.01,88675.71,88961.2,2.85,155.47,40.5,tp,SBTC,PB,S77,0,,,,,unknown,SBTC|PB|S77|B,tp 88959.09,0.004899999999906868
